一部	itibu	one part
入社	nyuusya	joining a company
入手	nyuusyu	obtaining
入団	nyuudan	enrollment
入国	nyuukoku	entry to a country
入所	nyuusyo	admission
入居	nyuukyo	moving into
入試	nyuusi	entrance examination
入門	nyuumon	primer
入選	nyuusen	chosen
入植	nyuusyoku	settlement
入力	nyuuryoku	input
入会	nyuukai	admission
入浴	nyuuyoku	bathing
入港	nyuukoo	entry into port
入閣	nyuukaku	joining the cabinet
入金	nyuukin	deposit
入館	nyuukan	entry
入念	nyuunen	careful
入隊	nyuutai	enlistment
入部	nyuubu	joining a club
入江	irie	inlet
入室	nyuusitu	entering a room
入荷	nyuuka	arrival of goods
入来	nyuurai	august visit
入線	nyuusen	entering a track
入村	nyuuson	entering a village
入口	irikuti	entrance
入信	nyuusin	entering a faith
入城	nyuuzyoo	entry into a castle
入水	zyusui	suicide by drowning
入湯	nyuutoo	taking a hot bath
入魂	zikkon	intimacy
入校	nyuukoo	matriculation
入念	nyuunen	careful
入庫	nyuuko	warehousing
入魂	zikkon	intimacy
入唐	nittoo	visiting Tang China
入獄	nyuugoku	imprisonment
入構	nyuukoo	act of entrance
入超	nyuutyoo	excess of imports
入日	irihi	setting sun
入滅	nyuumetu	dying
入歯	ireba	false tooth
入寂	nyuuzyaku	death of a priest
入射	nyuusya	incidence
入京	nyuukyoo	entering the capital
入貢	nyuukoo	paying tribute
入相	iriai	sunset
入牢	nyuuroo	imprisonment
入海	iriumi	bay
入質	nyuusiti	pawning
入用	nyuuyoo	need
入用	nyuuyoo	need
入洛	nyuuraku	proceeding to Kyoto
入神	nyuusin	inspiration
入墨	irezumi	tattoo
入寇	nyuukoo	invasion
導入	doonyuu	introduction
輸入	yunyuu	importation
購入	koonyuu	purchase
収入	syuunyuu	income
加入	kanyuu	becoming a member
投入	toonyuu	throwing into
参入	sannyuu	entering
介入	kainyuu	intervention
侵入	sinnyuu	penetration
突入	totunyuu	rushing into
混入	konnyuu	mixing
記入	kinyuu	entry
流入	ryuunyuu	afflux
注入	tyuunyuu	pouring
納入	noonyuu	payment
歳入	sainyuu	annual revenue
乱入	rannyuu	trespassing
進入	sinnyuu	penetration
搬入	hannyuu	taking in
挿入	soonyuu	insertion
編入	hennyuu	admission
新入	sinnyuu	newly arrived
算入	sannyuu	factoring in
転入	tennyuu	move in
移入	inyuu	importation
潜入	sennyuu	infiltration
吸入	kyuunyuu	inhalation
封入	huunyuu	enclose
没入	botunyuu	immersion
預入	yonyuu	deposit
立入	tatiiri	entering
貫入	kannyuu	penetration
繰入	kuriire	inward transfer
受入	ukeire	receiving
茶入	tyaire	tea container
仕入	siire	stocking
闖入	tinnyuu	intrusion
先入	sennyuu	preconception
申入	moosiire	proposal
押入	osiire	closet
代入	dainyuu	substitution
湾入	wannyuu	embayment
嵌入	kannyuu	setting in
年度	nendo	fiscal year
年間	nenkan	year
年金	nenkin	annuity
年代	nendai	age
年齢	nenrei	age
年間	nenkan	year
年生	nensei	pupil in ... year
年末	nenmatu	end-of-year
年度	nendo	fiscal year
年収	nensyuu	annual income
年代	nendai	age
年俸	nenpoo	annual salary
年々	nennen	years
年次	nenzi	annual
年数	nensuu	number of years
年率	nenritu	annual rate
年余	nenyo	more than a year
年配	nenpai	elderly
年度	nendo	fiscal year
年上	tosiue	older
年下	tosisita	younger
年来	nenrai	for some years
年月	tosituki	months and years
年寄	tosiyori	old people
年産	nensan	annual production
年賀	nenga	New Year's greetings
年表	nenpyoo	chronological tables
年会	nenkai	conference
年長	nentyoo	seniority
年輪	nenrin	annual tree ring
年始	nensi	New Year's call
年商	nensyoo	turnover
年利	nenri	annual interest rate
年額	nengaku	yearly amount
年鑑	nenkan	yearbook
年長	nentyoo	seniority
年限	nengen	length of time
年少	nensyoo	youth
年功	nenkoo	long service
年刊	nenkan	annual publication
年譜	nenpu	chronological record
年号	nengoo	name of an era
年貢	nengu	annual tribute
年報	nenpoo	annual report
年少	nensyoo	youth
年来	nenrai	for some years
年央	nenoo	mid-year
年中	nenzyuu	whole year
年中	nenzyuu	whole year
年増	tosima	mature woman
年波	tosinami	old age
年頃	tosigoro	approximate age
年端	tosiha	age
年別	nenbetu	by years
年輩	nenpai	elderly
年年	nennen	years
年令	nenrei	age
年忌	nenki	death anniversary
年賦	nenpu	annual installment
昨年	sakunen	last year
今年	kotosi	this year
来年	rainen	next year
少年	syoonen	boy
前年	zennen	the preceding year
周年	syuunen	whole year
毎年	maitosi	every year
半年	hantosi	half year
青年	seinen	youth
同年	doonen	that year
定年	teinen	retirement age
長年	naganen	long time
近年	kinnen	recent years
学年	gakunen	year in school
翌年	yokunen	following year
例年	reinen	year
平年	heinen	non-leap year
成年	seinen	adult age
新年	sinnen	New Year
去年	kyonen	last year
晩年	bannen	last years
中年	tyuunen	middle-age
若年	zyakunen	youth
光年	koonen	light year
往年	oonen	former
通年	tuunen	all year
老年	roonen	old age
元年	gannen	first year
隔年	kakunen	biannually
本年	honnen	year
享年	kyoonen	one's age at death
後年	koonen	future years
壮年	soonen	prime of life
積年	sekinen	years
永年	einen	long time
元年	gannen	first year
幼年	yoonen	childhood
経年	keinen	passing of years
初年	syonen	first year
多年	tanen	many years
暦年	rekinen	calendar year
没年	botunen	one's age at death
実年	zitunen	one's actual age
厄年	yakudosi	unlucky year
先年	sennen	former years
豊年	hoonen	fruitful year
高年	koonen	old age
亥年	idosi	year of the boar
例年	reinen	year
千年	titose	millennium
当年	toonen	the present year
明年	myoonen	next year
光年	koonen	light year
旧年	kyuunen	the old year
戌年	inudosi	year of the dog
停年	teinen	retirement age
年年	nennen	years
閏年	uruudosi	leap year
幾年	ikutose	number of years
行年	gyoonen	age at one's death
連年	rennen	every year
凶年	kyoonen	bad year
客年	kakunen	last year
弱年	zyakunen	youth
丁年	teinen	adulthood
白星	sirobosi	white circle
白書	hakusyo	white paper
白人	hakuzin	white person
白紙	hakusi	blank paper
白馬	hakuba	white horse
白熱	hakunetu	white heat
白鳥	hakutyoo	swan
白髪	hakuhatu	white hair
白黒	sirokuro	black and white
白露	siratuyu	glistening dew
白樺	sirakanba	Japanese white birch
白骨	hakkotu	bone
白地	sirozi	white background
白色	hakusyoku	white
白球	hakkyuu	white ball
白菜	hakusai	Chinese cabbage
白波	siranami	whitecaps
白羽	siraha	white feather
白石	siroisi	white stone
白身	siromi	white of egg
白昼	hakutyuu	daytime
白衣	hakui	white robe
白旗	hakki	white flag
白米	hakumai	rice
白金	hakkin	platinum
白票	hakuhyoo	blank ballot
白壁	sirakabe	white plaster wall
白洲	sirasu	bar of white sand
白虎	byakko	White Tiger
白子	sirako	soft roe
白日	hakuzitu	bright sunshine
白線	hakusen	white line
白木	siraki	plain wood
白雲	sirakumo	white clouds
白銀	hakugin	silver
白玉	siratama	white gem
白梅	hakubai	white plum blossoms
白寿	hakuzyu	99th birthday
白磁	hakuzi	white porcelain
白夜	byakuya	white night
白状	hakuzyoo	confession
白亜	hakua	chalk
白濁	hakudaku	cloudiness
白糸	siraito	white thread
白痴	hakuti	idiot
白眉	hakubi	fine example
白扇	hakusen	white fan
白浪	siranami	whitecaps
白酒	sirozake	sweet white sake
白州	sirasu	bar of white sand
白桃	hakutoo	white peach
白砂	hakusya	white sand
白菊	siragiku	white chrysanthemum
白癬	hakusen	scalp ringworm
白蓮	byakuren	white lotus
白雨	hakuu	rain shower
白魚	sirauo	icefish
白粉	osiroi	powder
白目	sirome	whites of the eyes
白斑	hakuhan	white or bright spot
白眼	hakugan	whites of the eyes
白檀	byakudan	sandalwood
白土	hakudo	white clay
白光	hakkoo	white light
白墨	hakuboku	blackboard chalk
白湯	sayu	hot water
白楊	hakuyoo	Japanese aspen
白炭	sirozumi	white charcoal
白熊	haguma	yak tail hair
白狐	byakko	albino fox
白刃	hakuzin	drawn sword
白描	hakubyoo	plain sketch
白妙	sirotae	white cloth
白面	hakumen	fair complexion
白話	hakuwa	colloquial Chinese
白茶	siratya	light brown
白茅	tigaya	cogon grass
白兵	hakuhei	unsheathed sword
白魔	hakuma	heavy snowfall
白皙	hakuseki	white
白肌	sirahada	white-coloured skin
白帆	siraho	white sail
白樫	sirakasi	quercus myrsinifolia
白蟻	siroari	termite
白太	sirata	sapwood
空白	kuuhaku	blank space
紅白	koohaku	red and white
告白	kokuhaku	confession
自白	zihaku	confession
明白	meihaku	obvious
余白	yohaku	blank space
潔白	keppaku	innocence
面白	omosiro	amusing
漂白	hyoohaku	blanching
純白	zyunpaku	pure white
独白	dokuhaku	monologue
潔白	keppaku	innocence
色白	iroziro	fair-skinned
卵白	ranpaku	white of an egg
黒白	kurosiro	black and white
上白	zyoohaku	first-class rice
太白	taihaku	Venus
精白	seihaku	refining
蒼白	soohaku	pale
表白	hyoohaku	expression
淡白	tanpaku	light
蛋白	tanpaku	egg white
建白	kenpaku	petition
科白	serihu	speech
敬白	keihaku	Yours Sincerely
真白	massiro	pure white
腕白	wanpaku	naughtiness
黄白	koohaku	yellow and white
真白	massiro	pure white
大白	taihaku	large cup
雪白	seppaku	snow-white
半白	hanpaku	grayish color
飛白	kasuri	splash pattern
裏白	uraziro	Gleichenia japonica
八幡	hatiman	Hachiman
八角	hakkaku	octagon
八月	hatigatu	August
八重	yae	multilayered
八雲	yakumo	thick clouds
八紘	hakkoo	the eight directions
八方	happoo	all sides
八丁	hattyoo	skillfulness
八百	yao	eight hundred
八朔	hassaku	Hassaku orange
八頭	yatugasira	form of taro
八卦	hakke	eight trigrams
八反	hattan	twilled fabric
八手	yatude	Japanese fatsia
八端	hattan	twilled fabric
八分	hatibu	eight-tenths
尺八	syakuhati	shakuhachi
二八	nippati	February and August
半分	hanbun	half
半年	hantosi	half year
半数	hansuu	half the number
半減	hangen	reduction by half
半面	hanmen	half the face
半額	hangaku	half
半島	hantoo	peninsula
半径	hankei	radius
半生	hansei	half a lifetime
半月	hantuki	half-moon
半壊	hankai	partial destruction
半身	hansin	half the body
半日	hanniti	half day
半々	hanhan	half and half
半田	handa	solder
半袖	hansode	short sleeves
半端	hanpa	remnant
半値	hanne	half price
半期	hanki	half-term
半日	hanniti	half day
半旗	hanki	flag at half-mast
半期	hanki	half-term
半月	hantuki	half-moon
半円	hanen	semicircle
半球	hankyuu	hemisphere
半周	hansyuu	semicircle
半熟	hanzyuku	half-cooked
半裸	hanra	half-nakedness
半鐘	hansyoo	fire alarm
半切	hansetu	cutting in half
半畳	hanzyoo	half tatami mat
半音	hanon	semitone
半幅	hanhaba	half-width cloth
半夜	hanya	midnight
半開	hankai	half-open
半玉	hangyoku	child geisha
半休	hankyuu	half holiday
半平	hanpen	pounded fish cake
半時	hantoki	little while
半解	hankai	only half understood
半間	hanma	something unfinished
半間	hanma	something unfinished
半白	hanpaku	grayish color
半途	hanto	halfway
半道	hanmiti	half a ri
半截	hansetu	cutting in half
時半	zihan	about an hour
後半	koohan	second half
前半	zenhan	first half
大半	taihan	majority
後半	koohan	second half
折半	seppan	half
過半	kahan	the greater part
夜半	yahan	midnight
丁半	tyoohan	odd and even numbers
一半	ippan	half
百科	hyakka	many objects
百姓	hyakusyoo	farmer
百合	yuri	lily
百害	hyakugai	great damage
百貨	hyakka	all kinds of goods
百薬	hyakuyaku	sundry remedies
百獣	hyakuzyuu	all kinds of animals
百代	hyakudai	long era
百舌	mozu	shrike
百足	mukade	centipede
百事	hyakuzi	all
百態	hyakutai	various phases
百味	hyakumi	all kinds
百官	hyakkan	all the officials
百歳	momotose	century
百般	hyappan	all
百千	momoti	a large number
百方	hyappoo	in every way
百計	hyakkei	all means
百行	hyakkoo	all acts
百錬	hyakuren	well-tempered
凡百	bonpyaku	many
八百	yao	eight hundred
父親	titioya	father
父母	titihaha	father and mother
父子	husi	father and child
父系	hukei	agnate
父性	husei	paternity
父上	titiue	father
父祖	huso	ancestors
父権	huken	paternal rights
父兄	hukei	guardians
父君	hukun	father
父老	huroo	elder
祖父	sohu	grandfather
義父	gihu	father-in-law
叔父	ozi	uncle
神父	sinpu	Catholic priest
実父	zippu	father
伯父	ozi	uncle
養父	yoohu	foster father
親父	oyazi	one's father
亡父	boohu	my deceased father
継父	keihu	stepfather
異父	ihu	different father
家父	kahu	one's father
老父	roohu	old father
岳父	gakuhu	father-in-law
厳父	genpu	your honored father
慈父	zihu	affectionate father
教父	kyoohu	godfather
尊父	sonpu	your father
師父	sihu	fatherly master
分析	bunseki	analysis
分野	bunya	field
分離	bunri	separation
分間	hunkan	~ minutes interval
分裂	bunretu	split
分割	bunkatu	partition
分担	buntan	apportionment
分類	bunrui	classification
分解	bunkai	disassembly
分配	bunpai	division
分科	bunka	department
分散	bunsan	dispersion
分断	bundan	dividing into parts
分譲	bunzyoo	lots
分子	bunsi	numerator
分社	bunsya	branch shrine
分布	bunpu	distribution
分別	hunbetu	discernment
分化	bunka	specialization
分泌	bunpitu	secretion
分数	bunsuu	fraction
分岐	bunki	divergence
分量	bunryoo	amount
分娩	bunben	delivery
分業	bungyoo	division of labor
分校	bunkoo	branch school
分身	bunsin	parturition
分限	bungen	social standing
分乗	bunzyoo	riding separately
分派	bunpa	denominations
分室	bunsitu	detached office
分館	bunkan	annex
分冊	bunsatu	separate volume
分与	bunyo	distribution
分立	bunritu	segregation
分家	bunke	branch family
分母	bunbo	denominator
分光	bunkoo	spectrum
分会	bunkai	branch
分団	bundan	branch
分売	bunbai	selling separately
分隊	buntai	squad
分署	bunsyo	substation
分流	bunryuu	distributary
分明	bunmei	clearness
分有	bunyuu	partial ownership
分遣	bunken	detachment
分節	bunsetu	articulation
分極	bunkyoku	polarization
分宿	bunsyuku	billeting
分銅	hundoo	weight
分掌	bunsyoo	division of duties
分際	bunzai	social standing
分針	hunsin	minute hand
分秒	hunbyoo	moment
分明	hunmyoo	clearness
分筆	bunpitu	subdivision
分列	bunretu	filing off
分封	bunpoo	hiving off
分力	bunryoku	component of force
分界	bunkai	demarcation
分脈	bunmyaku	branch
分詞	bunsi	participle
自分	zibun	myself
処分	syobun	disposal
部分	bubun	portion
十分	zyuubun	plenty
半分	hanbun	half
気分	kibun	feeling
配分	haibun	distribution
成分	seibun	ingredient
身分	mibun	social position
水分	suibun	water
区分	kubun	division
当分	toobun	for the present
二分	nibun	halving
塩分	enbun	salt
随分	zuibun	very
余分	yobun	extra
回分	kaibun	batch
見分	kenbun	inspection
随分	zuibun	very
親分	oyabun	boss
鉄分	tetubun	iron
糖分	toobun	amount of sugar
多分	tabun	perhaps
油分	yubun	oil content
子分	kobun	henchman
充分	zyuubun	plenty
食分	syokubun	phase of an eclipse
養分	yoobun	nourishment
本分	honbun	one's duty
春分	syunbun	vernal equinox
領分	ryoobun	territory
時分	zibun	time
増分	zoobun	incremental
名分	meibun	justification
性分	syoobun	nature
秋分	syuubun	autumnal equinox
寸分	sunbun	tiny bit
追分	oiwake	forked road
検分	kenbun	inspection
時分	zibun	time
余分	yobun	extra
何分	nanibun	some
過分	kabun	excessive
微分	bibun	differential
天分	tenbun	one's nature
職分	syokubun	one's duty
幾分	ikubun	somewhat
過分	kabun	excessive
積分	sekibun	integral
内分	naibun	secret
客分	kyakubun	guest
差分	sabun	diff
両分	ryoobun	bisect
持分	motibun	share
通分	tuubun	reduce
平分	heibun	bisection
九分	kubu	nine parts
士分	sibun	status of samurai
五分	gobu	half
線分	senbun	line segment
夜分	yabun	evening
灰分	kaibun	ash
均分	kinbun	equal division
可分	kabun	divisible
五分	gobu	half
得分	tokubun	profit
八分	hatibu	eight-tenths
聞香	bunkoo	smelling incense
新聞	sinbun	newspaper
聴聞	tyoomon	listening
見聞	kenbun	information
醜聞	syuubun	scandal
伝聞	denbun	hearsay
異聞	ibun	strange tale
風聞	huubun	rumour
外聞	gaibun	reputation
旧聞	kyuubun	old news
寡聞	kabun	limited information
艶聞	enbun	love affair
側聞	sokubun	casually hearing
仄聞	sokubun	casually hearing
奇聞	kibun	strange news
余聞	yobun	gossip
逸聞	itubun	something unheard of
上聞	zyoobun	an imperial hearing
声聞	syoomon	sravaka
内聞	naibun	secret
未聞	mimon	unheard
母親	hahaoya	mother
母子	bosi	mother and child
母国	bokoku	one's homeland
母校	bokoo	alma mater
母乳	bonyuu	mother's milk
母性	bosei	motherhood
母屋	moya	purlin
母港	bokoo	home port
母語	bogo	mother tongue
母船	bosen	depot ship
母艦	bokan	mother ship
母音	boin	vowel
母系	bokei	maternal line
母胎	botai	womb
母上	hahaue	mother
母趾	ERROR	big toe
母印	boin	thumbprint
母衣	horo	canopy
母型	bokei	matrix
母堂	bodoo	mother
母権	boken	maternal rights
母后	bokoo	empress dowager
祖母	sobo	grandmother
父母	titihaha	father and mother
空母	kuubo	aircraft carrier
義母	gibo	mother-in-law
実母	zitubo	mother
酵母	koobo	yeast
叔母	oba	aunt
聖母	seibo	holy mother
国母	kokubo	empress
伯母	oba	aunt
乳母	onba	wet nurse
継母	mamahaha	stepmother
老母	roobo	old mother
分母	bunbo	denominator
養母	yoobo	foster mother
異母	ibo	different mother
雲母	unmo	mica
生母	seibo	one's real mother
寮母	ryoobo	housemother
慈母	zibo	affectionate mother
賢母	kenbo	wise mother
同母	doobo	same mother
字母	zibo	letter
水母	kurage	jellyfish
北部	hokubu	northern part
北東	hokutoo	northeast
北方	hoppoo	northern
北側	kitagawa	north side
北西	hokusei	northwest
北上	hokuzyoo	going north
北国	kitaguni	northern provinces
北口	kitaguti	north entrance
北風	kitakaze	north wind
北端	hokutan	northern extremity
北緯	hokui	north latitude
北郊	hokkoo	northern suburbs
北限	hokugen	northern limit
北洋	hokuyoo	northern waters
北岸	hokugan	north coast
北門	kitamon	north gate
北辺	hokuhen	northern extremity
北面	hokumen	north face
北狄	hokuteki	Northern Di people
南北	nanboku	south and north
敗北	haiboku	defeat
東北	toohoku	north-east
以北	ihoku	north of
西北	seihoku	north-west
以北	ihoku	north of
木造	mokuzoo	wooden
木材	mokuzai	lumber
木製	mokusei	wooden
木曜	mokuyoo	Thursday
木々	kigi	every tree
木版	mokuhan	wood-block printing
木戸	kido	wicket gate
木工	mokkoo	woodworking
木星	mokusei	Jupiter
木綿	momen	cotton
木質	mokusitu	woody
木目	mokume	grain
木陰	kokage	shade of tree
木立	kodati	grove of trees
木場	kiba	lumberyard
木炭	mokutan	charcoal
木馬	mokuba	wooden horse
木片	mokuhen	block
木刀	bokutoo	wooden sword
木本	mokuhon	tree
木型	kigata	wooden form
木口	kiguti	grade of wood
木管	mokkan	woodwind
木札	kihuda	wooden tag
木酢	mokusaku	wood vinegar
木地	kizi	wood grain
木肌	kihada	bark of a tree
木魚	mokugyo	fish gong
木琴	mokkin	xylophone
木瓜	boke	Japanese quince
木霊	kodama	echo
木蓮	mokuren	lily magnolia
木骨	mokkotu	wooden frame
木犀	mokusei	fragrant olive
木賊	tokusa	scouring rushes
木偶	deku	wooden figure
木石	bokuseki	trees and stones
木通	akebi	chocolate-vine
木屑	kikuzu	wood chips
木耳	kikurage	cloud ear mushroom
木菟	mimizuku	horned owl
木蘭	mokuren	lily magnolia
木蝋	mokuroo	Japan wax
木靴	kigutu	wooden shoes
木皮	mokuhi	tree bark
木槿	mukuge	rose of Sharon
木蔭	kokage	shade of tree
木灰	kibai	wood ashes
木組	kigumi	wooden framework
木剣	bokken	bokken
木精	mokusei	wood alcohol
木端	koppa	wood chip
木杯	mokuhai	wooden cup
木仏	kibutu	wooden Buddha
木舞	komai	laths
木末	konure	twigs
木苺	kiitigo	raspberry
木訥	bokutotu	unsophisticated
土木	doboku	engineering works
樹木	zyumoku	trees and shrubs
青木	aoki	Japanese laurel
荒木	araki	logs in bark
苗木	naegi	seedling
並木	namiki	roadside tree
大木	taiboku	large tree
植木	ueki	garden shrubs
草木	kusaki	plants
本木	motoki	original stock
巨木	kyoboku	big tree
笠木	kasagi	coping
材木	zaimoku	lumber
啄木	takuboku	woodpecker
倒木	tooboku	fallen tree
丸木	maruki	log
庭木	niwaki	garden tree
流木	ryuuboku	driftwood
白木	siraki	plain wood
版木	hangi	block
枕木	makuragi	sleeper
低木	teiboku	shrub
原木	genboku	pulpwood
赤木	akagi	bishop wood
高木	kooboku	tall tree
老木	rooboku	old tree
若木	wakagi	young tree
水木	mizuki	dogwood
真木	maki	yew plum pine
正木	masaki	Japanese spindletree
立木	tatiki	standing tree
神木	sinboku	sacred tree
朽木	kutiki	decayed tree
横木	yokogi	crosspiece
板木	hangi	block
末木	uraki	treetop
香木	kooboku	fragrant wood
雁木	gangi	stepped pier
卯木	utugi	deutzia
生木	namaki	live tree
枯木	kareki	dead tree
腕木	udeki	crossarm
積木	tumiki	building blocks
撞木	syumoku	wooden bell hammer
新木	araki	unseasoned timber
寄木	yosegi	wooden mosaic
棟木	munagi	ridgepole
垂木	taruki	rafter
台木	daigi	stock
錦木	nisikigi	winged spindle-tree
霊木	reiboku	sacred tree
喬木	kyooboku	tall tree
梶木	kaziki	marlin
空木	utugi	deutzia
用木	yooboku	timber
檜木	hinoki	hinoki cypress
坑木	kooboku	mine timbers
宿木	yadorigi	mistletoe
定木	zyoogi	ruler
潅木	kanboku	bush
伐木	batuboku	felling
浮木	ukigi	driftwood
接木	tugiki	grafting
梁木	ryooboku	beam
本文	honbun	text
本部	honbu	headquarters
本社	honsya	head office
本人	honnin	the person himself
本来	honrai	originally
本棚	hondana	bookshelves
本当	hontoo	truth
本体	hontai	substance
本名	honmyoo	real name
本音	honne	real intention
本質	honsitu	essence
本紙	honsi	this newspaper
本書	honsyo	text
本番	honban	performance
本物	honmono	genuine article
本店	honten	head office
本土	hondo	mainland
本局	honkyoku	main office
本欄	honran	this column
本気	honki	seriousness
本選	honsen	final selection
本命	honmei	favorite
本業	hongyoo	principal occupation
本件	honken	this matter
本塁	honrui	base
本日	honzitu	today
本場	honba	home
本位	honi	standard
本国	hongoku	one's own country
本館	honkan	main building
本領	honryoo	speciality
本腰	hongosi	strenuous effort
本能	honnoo	instinct
本島	hontoo	main island
本屋	honya	bookstore
本家	honke	head house
本隊	hontai	main body
本拠	honkyo	stronghold
本省	honsyoo	this ministry
本気	honki	seriousness
本丸	honmaru	inner citadel
本堂	hondoo	main temple building
本山	honzan	head temple
本心	honsin	true feelings
本木	motoki	original stock
本流	honryuu	main current
本職	honsyoku	principal occupation
本殿	honden	main shrine
本年	honnen	year
本道	hondoo	highway
本線	honsen	main line
本筋	honsuzi	main thread
本意	honi	one's real intent
本性	honsyoo	true character
本宮	honguu	main shrine
本舗	honpo	head office
本震	honsin	main shock
本分	honbun	one's duty
本校	honkoo	main school
本編	honpen	original story
本葬	honsoo	formal funeral
本則	honsoku	rules
本題	hondai	main question
本旨	honsi	main object
本陣	honzin	troop headquarters
本邦	honpoo	this country
本元	honmoto	origin
本誌	honsi	this magazine
本手	honte	one's true ability
本朝	hontyoo	this land
本有	honyuu	innateness
本妻	honsai	one's legal wife
本科	honka	regular course
本箱	honbako	bookcase
本県	honken	this prefecture
本代	hondai	money for books
本論	honron	main discourse
本歌	motouta	original verse poem
本学	hongaku	this university
本草	honzoo	plants
本訴	honso	suit
本義	hongi	true meaning
本源	hongen	origin
本管	honkan	main pipe
本案	honan	this plan
本務	honmu	duty
本稿	honkoo	this manuscript
本船	honsen	mother ship
本字	honzi	Chinese character
本邸	hontei	principal residence
本田	honden	rice paddy
本俸	honpoo	regular salary
本初	honsyo	beginning
本署	honsyo	police headquarters
本営	honei	headquarters
本会	honkai	formal meeting
本膳	honzen	regular dinner
本式	honsiki	formal
本式	honsiki	formal
本章	honsyoo	this chapter
本官	honkan	one's official post
本然	honzen	disposition
本末	honmatu	essence and fringe
基本	kihon	foundation
資本	sihon	funds
抜本	bappon	eradication
絵本	ehon	picture book
脚本	kyakuhon	script
根本	konpon	root
元本	ganpon	principal
台本	daihon	script
手本	tehon	copybook
原本	genpon	the original
古本	huruhon	secondhand book
標本	hyoohon	example
見本	mihon	sample
読本	tokuhon	reading-book
藤本	toohon	climbing trees
副本	hukuhon	duplicate
製本	seihon	book making
写本	syahon	manuscript
謄本	toohon	certified copy
大本	oomoto	foundation
旗本	hatamoto	shogunal vassal
拓本	takuhon	rubbed copy
貸本	kasihon	books for loan
教本	kyoohon	textbook
木本	mokuhon	tree
刊本	kanpon	published book
定本	teihon	revised edition
蔵本	zoohon	one's library
春本	syunpon	pornographic book
完本	kanpon	complete set
絹本	kenpon	silk used in artwork
抄本	syoohon	excerpt
訳本	yakuhon	translated book
納本	noohon	delivery of books
豆本	mamehon	miniature book
正本	syoohon	book of registration
丸本	maruhon	reciter's book
底本	teihon	original text
異本	ihon	different edition
赤本	akahon	pulp fiction
院本	inpon	drama
草本	soohon	herbs
種本	tanehon	source book
粉本	hunpon	copy
複本	hukuhon	duplicate
円本	enpon	one-yen book
稿本	koohon	manuscript
欠本	keppon	missing volume
秘本	hihon	treasured book
校本	koohon	annotated textbook
毎日	mainiti	every day
毎年	maitosi	every year
毎週	maisyuu	every week
毎月	maituki	every month
毎回	maikai	every time
毎朝	maiasa	every morning
毎晩	maiban	every night
毎度	maido	each time
毎夜	maiyo	every evening
毎食	maisyoku	every meal
毎秒	maibyoo	every second
毎夕	maiyuu	every evening
毎期	maiki	every term
毎時	maizi	every hour
毎次	maizi	every time
夜毎	yogoto	every night
日毎	higoto	every day
万能	bannoo	all-purpose
万博	banpaku	world fair
万全	banzen	perfection
万一	maniti	emergency
万事	banzi	all
万感	bankan	flood of emotions
万里	banri	thousands of miles
万端	bantan	all
万国	bankoku	all countries
万物	banbutu	all things
万歳	banzai	"crying ""banzai"" "
万策	bansaku	all means
万丈	banzyoo	hurrah!
万有	banyuu	all things
万世	bansei	all ages
万作	mansaku	witch hazel
万死	bansi	certain death
万雷	banrai	heavy thunder
万民	banmin	all people
万代	bandai	thousands of years
万象	bansyoo	all creation
万緑	banryoku	myriad green leaves
万引	manbiki	shoplifting
万古	banko	perpetuity
万延	manen	Man'en era
万難	bannan	many obstacles
万力	manriki	vise
万骨	bankotu	thousands of lives
万般	banpan	all things
万両	manryoo	Ardisia crenata
万巻	mangan	many scrolls
万才	banzai	"crying ""banzai"" "
万機	banki	state affairs
万金	mankin	immense sum
万屋	yorozuya	general merchant
万言	mangen	many words
万邦	banpoo	all nations
万障	bansyoo	all obstacles
万夫	banpu	many people
万頃	bankei	vast expanse
万代	yorozuyo	thousands of years
万斛	bankoku	copious
万朶	banda	many branches
巨万	kyoman	huge fortune
千万	senban	exceedingly
千万	senman	10,000,000
名誉	meiyo	honor
名人	meizin	master
名前	namae	name
名簿	meibo	register of names
名目	meimoku	name
名義	meigi	name
名称	meisyoo	name
名門	meimon	noted family
名作	meisaku	masterpiece
名鑑	meikan	directory
名所	meisyo	famous place
名物	meibutu	famous product
名刺	meisi	business card
名曲	meikyoku	famous music
名手	meisyu	master
名画	meiga	famous picture
名言	meigen	wise saying
名声	meisei	fame
名残	nagori	remains
名品	meihin	fine product
名跡	myooseki	family name
名産	meisan	noted product
名著	meityo	famous book
名字	myoozi	surname
名城	meizyoo	fine castle
名馬	meiba	fine or famous horse
名山	meizan	famous mountain
名札	nahuda	name plate
名演	meien	fine performance
名句	meiku	famous saying
名宝	meihoo	famous treasure
名月	meigetu	harvest moon
名取	natori	accredited master
名医	meii	noted doctor
名工	meikoo	craftsman
名詞	meisi	noun
名匠	meisyoo	master craftsman
名水	meisui	famous mineral water
名店	meiten	well-known store
名家	meika	distinguished family
名分	meibun	justification
名刹	meisatu	famous temple
名案	meian	good idea
名士	meisi	celebrity
名代	nadai	well-known
名主	nanusi	village headman
名犬	meiken	fine dog
名刀	meitoo	famous sword
名君	meikun	wise ruler
名僧	meisoo	noted priest
名花	meika	celebrated flower
名利	myoori	fame and fortune
名状	meizyoo	description
名香	meikoo	fine incense
名答	meitoo	correct answer
名望	meiboo	reputation
名剣	meiken	famous sword
名菓	meika	excellent sweet
名流	meiryuu	celebrities
名宛	naate	address
